time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-25T18:25:45.320Z,19.220832824707,-155.419326782227,32.4300003051758,1.90999997,md,36,141,,0.119999997,hv,hv72016051,2020-06-25T18:29:02.800Z,"6 km ENE of P?hala, Hawaii",earthquake,0.8,0.930000007,1.90999997,4,automatic,hv,hv
2020-06-25T18:24:30.938Z,60.1822,-139.9886,2.6,1.4,ml,,,,1.07,ak,ak020850zfs3,2020-06-25T18:37:52.251Z,"72 km NNW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-25T18:22:33.350Z,19.2243328094482,-155.415496826172,32.8400001525879,1.88,md,41,136,,0.109999999,hv,hv72016046,2020-06-25T18:25:48.250Z,"7 km ENE of P?hala, Hawaii",earthquake,0.74,1.02999997,0.529999971,5,automatic,hv,hv
2020-06-25T18:20:29.750Z,38.1857,-117.9017,10,1,ml,14,100.21,0.019,0.08,nn,nn00753576,2020-06-25T18:28:46.101Z,"29 km SE of Mina, Nevada",earthquake,,1.9,,,automatic,nn,nn
2020-06-25T18:16:59.250Z,36.4503333,-117.9796667,7.05,2.84,ml,25,138,0.0817,0.22,ci,ci39266039,2020-06-25T18:47:04.358Z,"17km SSE of Lone Pine, CA",earthquake,0.52,1.48,0.099,25,automatic,ci,ci
2020-06-25T18:12:01.110Z,36.4478333,-117.9693333,5.02,2.84,ml,25,76,0.08972,0.18,ci,ci39266015,2020-06-25T18:22:37.300Z,"18km SSE of Lone Pine, CA",earthquake,0.36,1.34,0.146,26,automatic,ci,ci
2020-06-25T18:03:25.570Z,19.2124996185303,-155.407836914062,30.0599994659424,1.97000003,md,32,164,,0.100000001,hv,hv72016026,2020-06-25T18:06:35.830Z,"7 km E of P?hala, Hawaii",earthquake,0.7,0.75999999,,4,automatic,hv,hv
2020-06-25T18:02:43.750Z,-17.8829,-178.4823,562.53,4.5,mb,,73,3.303,0.88,us,us7000abg4,2020-06-25T18:20:57.040Z,"234 km E of Levuka, Fiji",earthquake,13,9,0.047,130,reviewed,us,us
2020-06-25T17:59:54.920Z,19.2164993286133,-155.416000366211,30.9899997711182,2.02999997,md,37,155,,0.159999996,hv,hv72016021,2020-06-25T18:03:01.390Z,"6 km ENE of P?hala, Hawaii",earthquake,0.6,0.930000007,0.219999999,13,automatic,hv,hv
2020-06-25T17:54:02.990Z,36.4301667,-117.9868333,2.22,1.98,ml,21,66,0.07588,0.27,ci,ci39265935,2020-06-25T17:57:51.308Z,"17km N of Olancha, CA",earthquake,0.63,1.25,0.18,25,automatic,ci,ci
2020-06-25T17:52:29.870Z,40.471,-121.52,2.83,0.56,md,5,145,0.006948,0.06,nc,nc73416411,2020-06-25T18:52:02.719Z,"13km NNE of Mineral, CA",earthquake,0.75,0.49,0.278,5,reviewed,nc,nc
2020-06-25T17:49:42.303Z,68.1921,-144.7713,0,1.5,ml,,,,0.79,ak,ak020850je1i,2020-06-25T17:56:24.857Z,"32 km ENE of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-25T17:44:50.610Z,38.1568,-118.0812,6.3,1.9,ml,20,129.32,0.016,0.1,nn,nn00753555,2020-06-25T17:52:50.701Z,"26 km S of Mina, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-06-25T17:44:27.290Z,35.7666667,-117.559,11.31,0.97,ml,9,251,0.05812,0.14,ci,ci39265903,2020-06-25T17:48:01.253Z,"14km W of Searles Valley, CA",earthquake,1.17,0.64,0.087,10,automatic,ci,ci
2020-06-25T17:38:26.340Z,36.434,-117.9486667,-0.53,1.6,ml,13,131,0.1062,0.23,ci,ci39265895,2020-06-25T17:42:41.218Z,"18km NNE of Olancha, CA",earthquake,0.52,31.61,0.23,18,automatic,ci,ci
2020-06-25T17:29:03.900Z,38.1658,-117.8872,11.8,1.8,ml,14,65.71,0.033,0.18,nn,nn00753551,2020-06-25T17:33:47.035Z,"31 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-25T17:23:29.830Z,36.4905,-117.987,8.05,1.24,ml,11,264,0.6061,0.29,ci,ci39265863,2020-06-25T17:59:40.953Z,"13km SE of Lone Pine, CA",earthquake,1.55,3.06,0.13,6,reviewed,ci,ci
2020-06-25T17:23:09.420Z,38.1595,-117.8292,5.9,2.4,ml,21,86.64,0.038,0.11,nn,nn00753548,2020-06-25T17:30:10.349Z,"35 km SE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-06-25T17:19:24.058Z,60.1836,-152.0829,87.1,2,ml,,,,0.43,ak,ak020850cx5g,2020-06-25T17:24:16.016Z,"27 km WNW of Ninilchik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-25T17:16:45.650Z,33.6926667,-87.6201667,1.34,2.87,md,15,73,0.6195,0.12,se,se60108238,2020-06-25T18:12:05.524Z,"4 km NNW of Berry, Alabama",earthquake,0.79,1.88,0.108,10,reviewed,se,se
2020-06-25T17:14:13.620Z,37.3849983,-122.2689972,9.54,1.94,md,18,113,0.03054,0.04,nc,nc73416381,2020-06-25T17:29:04.214Z,"3km W of Portola Valley, CA",earthquake,0.29,0.49,0.12,17,automatic,nc,nc
2020-06-25T17:11:02.860Z,38.1377,-118.0215,1,1.5,ml,19,110.04,0.035,0.14,nn,nn00753541,2020-06-25T17:15:47.086Z,"29 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-06-25T17:09:57.650Z,40.2353,-118.2072,18.3,1.8,ml,8,271.81,0.96,0.18,nn,nn00753542,2020-06-25T17:15:54.182Z,"23 km ENE of Lovelock, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-06-25T17:08:12.869Z,36.42233333,-98.79516667,10.74,1.35,ml,24,152,0.02789452614,0.45,ok,ok2020mkwl,2020-06-25T17:20:04.866Z,"19 km SSE of Waynoka, Oklahoma",earthquake,,1.6,0.16,9,reviewed,ok,ok
2020-06-25T17:05:47.981Z,67.2992,-148.826,0,2,ml,,,,0.87,ak,ak0208509yy6,2020-06-25T17:10:51.869Z,"56 km ESE of Wiseman, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-25T16:56:51.360Z,36.0998333,-117.8753333,6.39,0.74,ml,15,160,0.02426,0.15,ci,ci39265695,2020-06-25T17:09:03.951Z,"9km NE of Coso Junction, CA",earthquake,0.33,0.46,0.206,5,reviewed,ci,ci
2020-06-25T16:56:17.160Z,33.5831667,-116.8045,7.24,0.55,ml,19,33,0.03532,0.11,ci,ci39265687,2020-06-25T17:13:49.046Z,"12km WNW of Anza, CA",earthquake,0.21,0.62,0.117,7,reviewed,ci,ci
2020-06-25T16:54:45.360Z,38.1585,-118.0083,5.8,1.7,ml,16,119.25,0.03,0.11,nn,nn00753535,2020-06-25T16:58:27.945Z,"27 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-25T16:53:38.210Z,36.4831667,-117.9701667,9.75,2.1,ml,23,113,0.09864,0.18,ci,ci39265679,2020-06-25T17:04:04.520Z,"15km SE of Lone Pine, CA",earthquake,0.4,0.65,0.195,25,reviewed,ci,ci
2020-06-25T16:47:18.509Z,57.3269,-154.8307,23.4,1.9,ml,,,,0.67,ak,ak02084zxh5k,2020-06-25T16:55:57.387Z,"35 km SW of Karluk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-25T16:37:09.200Z,36.3758333,-118.0325,-0.31,1.65,ml,16,76,0.07459,0.37,ci,ci39265407,2020-06-25T16:41:11.815Z,"11km NNW of Olancha, CA",earthquake,0.87,31.61,0.207,21,automatic,ci,ci
2020-06-25T16:32:19.430Z,17.964,-66.9788,8,2.19,md,8,193,0.0656,0.21,pr,pr2020177011,2020-06-25T16:54:28.797Z,"7 km WSW of Fuig, Puerto Rico",earthquake,0.77,1.36,0.18,6,reviewed,pr,pr
2020-06-25T16:29:42.310Z,38.1563,-117.9027,6.9,1.7,ml,13,71.68,0.026,0.08,nn,nn00753526,2020-06-25T16:38:06.801Z,"31 km SE of Mina, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-06-25T16:29:25.350Z,33.7065,-117.3371667,0.58,1.01,ml,29,69,0.03285,0.27,ci,ci39496928,2020-06-25T16:33:19.262Z,"4km NNW of Lake Elsinore, CA",earthquake,0.38,31.61,0.16,31,automatic,ci,ci
2020-06-25T16:25:11.900Z,36.4465,-117.9618333,6.6,2.74,ml,20,133,0.09564,0.21,ci,ci39496912,2020-06-25T16:29:13.015Z,"18km SSE of Lone Pine, CA",earthquake,0.43,1.5,0.158,24,automatic,ci,ci
2020-06-25T16:25:06.700Z,36.445,-117.964,8.12,2.5,ml,17,143,0.09381,0.19,ci,ci39496904,2020-06-25T16:29:01.510Z,"18km SSE of Lone Pine, CA",earthquake,0.42,0.95,0.253,2,automatic,ci,ci
2020-06-25T16:22:57.500Z,36.3898315,-121.8909988,8.35,2.06,md,19,200,0.1305,0.16,nc,nc73416351,2020-06-25T19:10:59.145Z,"10km N of Point Sur, CA",earthquake,0.85,1.96,0.2,15,automatic,nc,nc
2020-06-25T16:05:38.780Z,36.461,-117.9386667,12.16,1.14,ml,9,150,0.116,0.16,ci,ci39496888,2020-06-25T16:09:29.301Z,"18km SE of Lone Pine, CA",earthquake,0.73,1.38,0.521,2,automatic,ci,ci
2020-06-25T15:59:49.900Z,17.9993,-66.8241,14,2.31,md,17,148,0.0602,0.18,pr,pr2020177010,2020-06-25T16:53:56.492Z,"Puerto Rico",earthquake,0.38,0.44,0.31,12,reviewed,pr,pr
2020-06-25T15:55:56.100Z,34.0813333,-117.2831667,15.4,1.01,ml,29,71,0.1164,0.22,ci,ci39496864,2020-06-25T15:59:39.499Z,"3km ENE of Colton, CA",earthquake,0.37,0.71,0.176,25,automatic,ci,ci
2020-06-25T15:51:51.150Z,17.9455,-66.844,15,2.49,md,13,212,0.046,0.17,pr,pr2020177009,2020-06-25T16:53:11.629Z,"5 km SSW of Indios, Puerto Rico",earthquake,0.85,0.54,0.08,7,reviewed,pr,pr
2020-06-25T15:48:07.080Z,36.4465,-117.9673333,8.38,1.32,ml,12,145,0.09122,0.17,ci,ci39496856,2020-06-25T15:51:35.646Z,"18km SSE of Lone Pine, CA",earthquake,0.41,0.93,0.176,13,automatic,ci,ci
2020-06-25T15:47:04.360Z,36.4363333,-117.9558333,5.49,1.97,ml,21,127,0.1003,0.22,ci,ci39496848,2020-06-25T15:50:54.642Z,"18km NNE of Olancha, CA",earthquake,0.41,1.5,0.25,26,automatic,ci,ci
2020-06-25T15:45:49.270Z,35.7668333,-117.5495,4.3,0.7,ml,7,260,0.06249,0.1,ci,ci39496832,2020-06-25T15:49:25.636Z,"13km W of Searles Valley, CA",earthquake,1.06,0.72,0.234,7,automatic,ci,ci
2020-06-25T15:45:29.930Z,38.1695,-117.9743,1.4,1.1,ml,10,115.35,0.021,0.1,nn,nn00753519,2020-06-25T15:51:05.436Z,"27 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-25T15:40:42.850Z,38.8136673,-122.8085022,1.03,0.9,md,24,44,0.009791,0.05,nc,nc73416336,2020-06-25T15:55:06.638Z,"6km NW of The Geysers, CA",earthquake,0.17,0.36,0.08,5,automatic,nc,nc
2020-06-25T15:37:13.970Z,38.1767,-117.9248,8.8,1.2,ml,10,136.28,0.037,0.05,nn,nn00753517,2020-06-25T15:46:45.610Z,"28 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-25T15:35:17.250Z,35.6213333,-117.4226667,10.33,1.84,ml,23,96,0.1072,0.17,ci,ci39496800,2020-06-25T15:46:21.340Z,"16km S of Searles Valley, CA",earthquake,0.37,0.76,0.19,26,automatic,ci,ci
2020-06-25T15:31:36.960Z,38.2085,-117.7283,7,1.9,ml,23,99.31,0.113,0.09,nn,nn00753513,2020-06-25T15:36:07.781Z,"38 km ESE of Mina, Nevada",earthquake,,7.9,,,automatic,nn,nn
2020-06-25T15:30:20.150Z,17.9961,-66.8268,16,2.28,md,18,152,0.0565,0.26,pr,pr2020177008,2020-06-25T16:52:14.693Z,"0 km WNW of Indios, Puerto Rico",earthquake,0.67,0.7,0.18,14,reviewed,pr,pr
2020-06-25T15:23:10.573Z,60.135,-152.6899,97.6,1.1,ml,,,,0.22,ak,ak02084z6vrk,2020-06-25T15:31:07.360Z,"57 km WNW of Happy Valley, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-06-25T15:21:25.304Z,61.8544,-149.993,22.7,1.5,ml,,,,0.7,ak,ak02084z6hi4,2020-06-25T15:28:56.234Z,"12 km N of Willow, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-25T15:21:24.040Z,38.1792,-117.873,5.7,2.3,ml,18,85.19,0.027,0.11,nn,nn00753507,2020-06-25T15:30:48.445Z,"31 km SE of Mina, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-06-25T15:20:05.740Z,38.1738,-117.9723,4,2.1,ml,17,104.43,0.027,0.09,nn,nn00753505,2020-06-25T15:23:27.740Z,"26 km SSE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-06-25T15:16:47.170Z,36.4751667,-117.977,6.79,1.09,ml,10,173,0.09032,0.14,ci,ci37448253,2020-06-25T18:00:26.798Z,"15km SE of Lone Pine, CA",earthquake,0.35,1.19,0.486,6,reviewed,ci,ci
2020-06-25T15:16:02.840Z,33.1108333,-115.7585,4.45,1.25,ml,36,83,0.0542,0.24,ci,ci39496752,2020-06-25T18:12:57.367Z,"15km WNW of Westmorland, CA",earthquake,0.28,0.8,0.198,20,reviewed,ci,ci
2020-06-25T15:13:33.020Z,36.4778333,-117.9686667,5.5,2.78,ml,23,93,0.09754,0.22,ci,ci39496744,2020-06-25T15:24:22.750Z,"15km SE of Lone Pine, CA",earthquake,0.48,1.34,0.135,25,automatic,ci,ci
2020-06-25T15:13:17.650Z,33.4955,-116.5066667,8.48,1.11,ml,38,38,0.06509,0.21,ci,ci39496736,2020-06-25T15:17:03.427Z,"17km ESE of Anza, CA",earthquake,0.24,0.64,0.151,27,automatic,ci,ci
2020-06-25T15:12:21.650Z,36.4568333,-117.9605,10.32,0.86,ml,10,140,0.09795,0.22,ci,ci37448277,2020-06-25T18:23:57.130Z,"18km SE of Lone Pine, CA",earthquake,0.43,0.81,0.229,5,reviewed,ci,ci
2020-06-25T15:12:05.210Z,35.9766667,-117.8748333,3.37,0.48,ml,10,99,0.03348,0.06,ci,ci37448269,2020-06-25T18:05:13.127Z,"5km NNE of Little Lake, CA",earthquake,0.16,0.33,0.1,2,reviewed,ci,ci
2020-06-25T15:11:15.580Z,36.4216667,-117.9373333,10.2,1.27,ml,5,159,0.1166,0.12,ci,ci39496728,2020-06-25T15:14:58.413Z,"17km NNE of Olancha, CA",earthquake,0.78,0.58,0.233,9,automatic,ci,ci
2020-06-25T15:10:48.810Z,38.1823,-117.8085,6.6,0.8,ml,9,191.58,0.039,0.27,nn,nn00753500,2020-06-25T15:14:24.265Z,"34 km SE of Mina, Nevada",earthquake,,10,,,automatic,nn,nn
2020-06-25T15:08:22.590Z,34.0348333,-117.1763333,17.54,0.9,ml,16,163,0.143,0.13,ci,ci39496704,2020-06-25T18:17:01.089Z,"2km SSE of Redlands, CA",earthquake,0.33,0.72,0.2,4,reviewed,ci,ci
2020-06-25T15:07:50.550Z,40.4650002,-124.5051651,18.73,2.69,md,17,261,0.1284,0.13,nc,nc73416316,2020-06-25T18:05:04.424Z,"24km WSW of Ferndale, CA",earthquake,2.12,0.58,0.09,13,automatic,nc,nc
2020-06-25T15:07:00.952Z,59.3965,-138.585,0,2.3,ml,,,,1.15,ak,ak02084z3fi6,2020-06-25T15:15:21.297Z,"66 km ESE of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-06-25T15:06:32.540Z,38.1553,-117.8802,5.7,2.1,ml,19,62.18,0.014,0.14,nn,nn00753497,2020-06-25T15:12:49.805Z,"32 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-06-25T15:02:44.352Z,65.6948,-154.9323,0,2,ml,,,,0.79,ak,ak02084z2gc2,2020-06-25T15:07:47.788Z,"50 km SW of Hughes, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-25T14:50:19.170Z,36.4738333,-118.005,4.47,2.06,ml,19,96,0.06943,0.21,ci,ci39496656,2020-06-25T15:01:03.080Z,"14km SSE of Lone Pine, CA",earthquake,0.5,1.27,0.149,26,automatic,ci,ci
2020-06-25T14:48:21.440Z,39.4093333,-110.304,-1.77,1.49,ml,9,199,0.02201,0.04,uu,uu60398657,2020-06-25T15:46:18.730Z,"17 km SSE of Sunnyside, Utah",earthquake,0.48,0.43,0.053,2,reviewed,uu,uu
2020-06-25T14:41:29.290Z,38.1743,-117.8278,6.2,1.2,ml,10,158.3,0.051,0.03,nn,nn00753488,2020-06-25T14:51:45.077Z,"34 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-25T14:41:00.470Z,63.133,-150.6109,117.3,2,ml,,,,0.4,ak,ak02084ypa9c,2020-06-25T14:46:22.113Z,"71 km N of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-25T14:36:53.150Z,36.4275,-117.9815,4.07,1.59,ml,17,121,0.08052,0.21,ci,ci39496640,2020-06-25T14:40:39.190Z,"16km N of Olancha, CA",earthquake,0.52,1.67,0.19,19,automatic,ci,ci
2020-06-25T14:36:51.750Z,19.216667175293,-155.38850402832,31.0400009155273,2.15,ml,53,155,,0.129999995,hv,hv72015821,2020-06-25T14:42:24.520Z,"9 km E of P?hala, Hawaii",earthquake,0.46,0.709999979,2.43,13,automatic,hv,hv
2020-06-25T14:35:22.980Z,36.4445,-117.9743333,5.02,2.13,ml,21,111,0.08546,0.22,ci,ci39496632,2020-06-25T14:39:18.185Z,"18km SSE of Lone Pine, CA",earthquake,0.47,1.61,0.172,25,automatic,ci,ci
2020-06-25T14:32:03.940Z,38.8251648,-122.7998352,1.72,0.62,md,16,68,0.008191,0.02,nc,nc73416291,2020-06-25T15:02:03.325Z,"6km NW of The Geysers, CA",earthquake,0.25,0.61,0.35,2,automatic,nc,nc
2020-06-25T14:31:25.180Z,38.2492,-118.0412,13.4,0.9,ml,10,121.23,0.07,0.06,nn,nn00753482,2020-06-25T14:36:24.377Z,"16 km SSE of Mina, Nevada",earthquake,,8.1,,,automatic,nn,nn
2020-06-25T14:25:55.360Z,34.0813333,-117.2838333,14.5,1.99,ml,51,29,0.02972,0.15,ci,ci39496592,2020-06-25T17:51:25.990Z,"3km ENE of Colton, CA",earthquake,0.17,0.3,0.138,97,reviewed,ci,ci
2020-06-25T14:22:42.760Z,38.1803,-117.8267,6.4,1.9,ml,20,68.78,0.048,0.11,nn,nn00753479,2020-06-25T14:33:07.898Z,"33 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-25T14:21:25.890Z,19.220832824707,-155.41716003418,30.6000003814697,1.89999998,md,43,138,,0.140000001,hv,hv72015811,2020-06-25T14:24:35.460Z,"6 km ENE of P?hala, Hawaii",earthquake,0.63,0.75,0.949999988,3,automatic,hv,hv
2020-06-25T14:19:06.200Z,36.4376667,-117.9806667,5.72,0.88,ml,12,139,0.08026,0.19,ci,ci39496560,2020-06-25T14:22:58.168Z,"18km N of Olancha, CA",earthquake,0.87,2.09,0.017,3,automatic,ci,ci
2020-06-25T14:12:18.619Z,59.2692,-138.7684,0,3,ml,,,,0.92,ak,ak02084yj3v4,2020-06-25T14:17:24.605Z,"62 km ESE of Yakutat, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-06-25T14:11:09.920Z,44.3718333,-115.1756667,5.75,2.14,ml,11,72,0.32,0.18,mb,mb80442669,2020-06-25T15:55:07.500Z,"25 km NW of Stanley, Idaho",earthquake,0.42,1.13,0.133,11,reviewed,mb,mb
2020-06-25T14:07:20.100Z,33.5945,-116.805,6.47,0.62,ml,21,41,0.03415,0.17,ci,ci39496536,2020-06-25T14:11:01.105Z,"13km WNW of Anza, CA",earthquake,0.33,0.87,0.168,16,automatic,ci,ci
2020-06-25T14:05:23.330Z,35.6836667,-118.0871667,10.98,1.3,ml,19,104,0.127,0.15,ci,ci39496520,2020-06-25T17:19:00.400Z,"25km W of Inyokern, CA",earthquake,0.3,1.04,0.224,18,reviewed,ci,ci
2020-06-25T13:58:38.830Z,36.4395,-117.9603333,6.89,3.05,ml,40,62,0.09663,0.17,ci,ci39496504,2020-06-25T15:14:10.360Z,"18km NNE of Olancha, CA",earthquake,0.18,0.55,0.133,93,reviewed,ci,ci
2020-06-25T13:56:09.610Z,38.8098335,-122.8258362,2.47,0.56,md,9,96,0.002783,0.01,nc,nc73416266,2020-06-25T14:19:04.033Z,"7km WNW of The Geysers, CA",earthquake,0.48,1.02,,2,automatic,nc,nc
2020-06-25T13:55:05.850Z,36.4335,-117.983,5.44,1.51,ml,15,136,0.07861,0.19,ci,ci39496488,2020-06-25T13:58:54.945Z,"17km N of Olancha, CA",earthquake,0.69,1.82,0.151,16,automatic,ci,ci
2020-06-25T13:54:47.250Z,35.6798333,-117.5328333,7.43,1.34,ml,17,142,0.1455,0.19,ci,ci39496472,2020-06-25T13:58:31.086Z,"14km ENE of Ridgecrest, CA",earthquake,0.49,2.19,0.138,18,automatic,ci,ci
2020-06-25T13:52:38.120Z,37.6111667,-119.0063333,1.08,0.25,md,12,177,0.012,0.04,nc,nc73416261,2020-06-25T18:11:06.460Z,"4km SW of Mammoth Lakes, CA",earthquake,0.5,0.36,0.293,10,reviewed,nc,nc
2020-06-25T13:47:16.210Z,38.1532,-118.192,4.6,1.6,ml,18,88.52,0.113,0.16,nn,nn00753468,2020-06-25T13:53:26.255Z,"27 km SSW of Mina, Nevada",earthquake,,2.5,,,automatic,nn,nn
2020-06-25T13:45:57.360Z,35.9783333,-117.868,3.26,0.85,ml,12,94,0.03451,0.14,ci,ci39496464,2020-06-25T13:49:32.031Z,"6km NE of Little Lake, CA",earthquake,0.32,0.63,0.216,12,automatic,ci,ci
2020-06-25T13:41:42.920Z,38.8253326,-122.7665024,1.94,0.56,md,8,191,0.005781,0.01,nc,nc73416251,2020-06-25T13:57:04.882Z,"4km W of Cobb, CA",earthquake,0.65,1.13,,1,automatic,nc,nc
2020-06-25T13:39:38.600Z,36.5061667,-117.9991667,6.91,1.63,ml,17,116,0.09294,0.24,ci,ci39496448,2020-06-25T13:43:28.989Z,"11km SE of Lone Pine, CA",earthquake,0.62,1.23,0.149,18,automatic,ci,ci
2020-06-25T13:27:56.150Z,38.1358,-117.8552,5.7,1.7,ml,18,126.12,0.024,0.21,nn,nn00753463,2020-06-25T13:40:47.281Z,"35 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-25T13:23:07.900Z,38.1337,-118.049,1.4,1,ml,14,158.94,0.072,0.1,nn,nn00753460,2020-06-25T13:29:04.856Z,"28 km S of Mina, Nevada",earthquake,,9.5,,,automatic,nn,nn
2020-06-25T13:23:04.120Z,19.1991672515869,-155.375,29.8299999237061,2.19,ml,26,191,,0.100000001,hv,hv72015736,2020-06-25T13:28:36.490Z,"10 km E of P?hala, Hawaii",earthquake,0.89,1.14999998,0.54,3,automatic,hv,hv
2020-06-25T13:15:50.180Z,44.3726667,-115.1828333,6.39,2.55,ml,13,73,0.318,0.19,mb,mb80442639,2020-06-25T16:05:49.090Z,"26 km NW of Stanley, Idaho",earthquake,0.55,1.37,0.276,18,reviewed,mb,mb
2020-06-25T13:12:09.600Z,38.107,-117.9703,8.1,1.1,ml,10,89.83,0.012,0.27,nn,nn00753456,2020-06-25T13:15:25.020Z,"33 km SSE of Mina, Nevada",earthquake,,3.4,,,automatic,nn,nn
